observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId
CellsCasp_count		model1_data3	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data3	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data4	0.962620693457057	0.0		sd_count_abs	
Cells_count		model1_data4	1.04300452863529	4.0		sd_count_abs	
Cells_count		model1_data4	1.1854125647094198	8.0		sd_count_abs	
Cells_count		model1_data4	1.33824115523035	12.0		sd_count_abs	
Cells_count		model1_data4	1.3809141749488	16.0		sd_count_abs	
Cells_count		model1_data4	1.3943108600086298	20.0		sd_count_abs	
Cells_count		model1_data4	1.41316664022045	24.0		sd_count_abs	
Cells_count		model1_data4	1.43301471229123	28.0		sd_count_abs	
Cells_count		model1_data4	1.44343452177418	32.0		sd_count_abs	
Cells_count		model1_data4	1.43847231751552	36.0		sd_count_abs	
Cells_count		model1_data4	1.4449229595626203	40.0		sd_count_abs	
Cells_count		model1_data4	1.43996150026781	44.0		sd_count_abs	
Cells_count		model1_data4	1.4240825956328702	48.0		sd_count_abs	
CellsCasp_count		model1_data4	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.002480729647401	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.008435225765022	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.024313385436106	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data4	0.022328801718185	48.0		sd_count_casp_abs	
Cells_count		model1_data5	0.963120564205828	0.0		sd_count_abs	
Cells_count		model1_data5	1.02192652123482	4.0		sd_count_abs	
Cells_count		model1_data5	1.14957756824428	8.0		sd_count_abs	
Cells_count		model1_data5	1.2413720148367	12.0		sd_count_abs	
Cells_count		model1_data5	1.26001771524055	16.0		sd_count_abs	
Cells_count		model1_data5	1.27292570400947	20.0		sd_count_abs	
Cells_count		model1_data5	1.26718873733841	24.0		sd_count_abs	
Cells_count		model1_data5	1.26934019296054	28.0		sd_count_abs	
Cells_count		model1_data5	1.27149164858267	32.0		sd_count_abs	
Cells_count		model1_data5	1.2700575931558702	36.0		sd_count_abs	
Cells_count		model1_data5	1.27149164858267	40.0		sd_count_abs	
Cells_count		model1_data5	1.2442401256903	44.0		sd_count_abs	
Cells_count		model1_data5	1.22918068129925	48.0		sd_count_abs	
CellsCasp_count		model1_data5	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.020079755830646	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data5	0.023486475553639	48.0		sd_count_casp_abs	
Cells_count		model1_data6	0.976842053507774	0.0		sd_count_abs	
Cells_count		model1_data6	1.06578626837919	4.0		sd_count_abs	
Cells_count		model1_data6	1.21420020307715	8.0		sd_count_abs	
Cells_count		model1_data6	1.4143258039836202	12.0		sd_count_abs	
Cells_count		model1_data6	1.66874958561385	16.0		sd_count_abs	
Cells_count		model1_data6	1.877149500092	20.0		sd_count_abs	
Cells_count		model1_data6	2.14139861004643	24.0		sd_count_abs	
Cells_count		model1_data6	2.54578734112715	28.0		sd_count_abs	
Cells_count		model1_data6	2.97241175344378	32.0		sd_count_abs	
Cells_count		model1_data6	3.3307766173724103	36.0		sd_count_abs	
Cells_count		model1_data6	3.72844279459782	40.0		sd_count_abs	
Cells_count		model1_data6	4.234187583389391	44.0		sd_count_abs	
Cells_count		model1_data6	4.76785659743718	48.0		sd_count_abs	
CellsCasp_count		model1_data6	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.003102774468897	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.00258576955139	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data6	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data7	1.0	0.0		sd_count_abs	
Cells_count		model1_data7	1.11103929942632	4.0		sd_count_abs	
Cells_count		model1_data7	1.26251603507997	8.0		sd_count_abs	
Cells_count		model1_data7	1.48202751284126	12.0		sd_count_abs	
Cells_count		model1_data7	1.70603296080917	16.0		sd_count_abs	
Cells_count		model1_data7	1.9480097647132504	20.0		sd_count_abs	
Cells_count		model1_data7	2.2785620501976203	24.0		sd_count_abs	
Cells_count		model1_data7	2.67714983193803	28.0		sd_count_abs	
Cells_count		model1_data7	3.02824059444992	32.0		sd_count_abs	
Cells_count		model1_data7	3.3889595693511096	36.0		sd_count_abs	
Cells_count		model1_data7	3.82541615793074	40.0		sd_count_abs	
Cells_count		model1_data7	4.3780477964161415	44.0		sd_count_abs	
Cells_count		model1_data7	4.870987082192371	48.0		sd_count_abs	
CellsCasp_count		model1_data7	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data7	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data8	0.996017342396186	0.0		sd_count_abs	
Cells_count		model1_data8	1.0943771450808	4.0		sd_count_abs	
Cells_count		model1_data8	1.2170785950819	8.0		sd_count_abs	
Cells_count		model1_data8	1.4123080032488702	12.0		sd_count_abs	
Cells_count		model1_data8	1.59213770146131	16.0		sd_count_abs	
Cells_count		model1_data8	1.78985127439764	20.0		sd_count_abs	
Cells_count		model1_data8	1.9895512741714	24.0		sd_count_abs	
Cells_count		model1_data8	2.23396096075487	28.0		sd_count_abs	
Cells_count		model1_data8	2.51662105325871	32.0		sd_count_abs	
Cells_count		model1_data8	2.7620239532609	36.0		sd_count_abs	
Cells_count		model1_data8	3.0302783033773	40.0		sd_count_abs	
Cells_count		model1_data8	3.36013149331183	44.0		sd_count_abs	
Cells_count		model1_data8	3.63186322161631	48.0		sd_count_abs	
CellsCasp_count		model1_data8	0.004470591606781	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.022354466330668	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.022354466330668	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.009935150780657	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.005464559173876	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.019374071926148	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data8	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data9	0.9847925978828042	0.0		sd_count_abs	
Cells_count		model1_data9	1.09257397630013	4.0		sd_count_abs	
Cells_count		model1_data9	1.19789381439956	8.0		sd_count_abs	
Cells_count		model1_data9	1.2904180169065	12.0		sd_count_abs	
Cells_count		model1_data9	1.34603118101899	16.0		sd_count_abs	
Cells_count		model1_data9	1.3770364834362598	20.0		sd_count_abs	
Cells_count		model1_data9	1.40804178585353	24.0		sd_count_abs	
Cells_count		model1_data9	1.4420003333335802	28.0		sd_count_abs	
Cells_count		model1_data9	1.4759588808136397	32.0		sd_count_abs	
Cells_count		model1_data9	1.49367608874516	36.0		sd_count_abs	
Cells_count		model1_data9	1.51237821446321	40.0		sd_count_abs	
Cells_count		model1_data9	1.5207447366099098	44.0		sd_count_abs	
Cells_count		model1_data9	1.5360011583719098	48.0		sd_count_abs	
CellsCasp_count		model1_data9	0.000984163638132	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.000984163638132	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data9	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data10	0.95730011862754	0.0		sd_count_abs	
Cells_count		model1_data10	1.03719535233435	4.0		sd_count_abs	
Cells_count		model1_data10	1.07521725129506	8.0		sd_count_abs	
Cells_count		model1_data10	1.08339976123662	12.0		sd_count_abs	
Cells_count		model1_data10	1.08147442041812	16.0		sd_count_abs	
Cells_count		model1_data10	1.08388090790415	20.0		sd_count_abs	
Cells_count		model1_data10	1.08917502954376	24.0		sd_count_abs	
Cells_count		model1_data10	1.08291861456909	28.0		sd_count_abs	
Cells_count		model1_data10	1.08051212708305	32.0		sd_count_abs	
Cells_count		model1_data10	1.07425495796	36.0		sd_count_abs	
Cells_count		model1_data10	1.08436205457169	40.0		sd_count_abs	
Cells_count		model1_data10	1.0761802987785098	44.0		sd_count_abs	
Cells_count		model1_data10	1.06270366719734	48.0		sd_count_abs	
CellsCasp_count		model1_data10	0.000481146667531	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.014438924916233	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data10	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data11	0.97459424931693	0.0		sd_count_abs	
Cells_count		model1_data11	1.0392383403004102	4.0		sd_count_abs	
Cells_count		model1_data11	1.0520686667184498	8.0		sd_count_abs	
Cells_count		model1_data11	1.04861466713022	12.0		sd_count_abs	
Cells_count		model1_data11	1.05947063308494	16.0		sd_count_abs	
Cells_count		model1_data11	1.05404227303339	20.0		sd_count_abs	
Cells_count		model1_data11	1.05749702677001	24.0		sd_count_abs	
Cells_count		model1_data11	1.0436795201203	28.0		sd_count_abs	
Cells_count		model1_data11	1.04614709362526	32.0		sd_count_abs	
Cells_count		model1_data11	1.03479716048051	36.0		sd_count_abs	
Cells_count		model1_data11	1.03479716048051	40.0		sd_count_abs	
Cells_count		model1_data11	1.02196758821085	44.0		sd_count_abs	
Cells_count		model1_data11	1.02887558738732	48.0		sd_count_abs	
CellsCasp_count		model1_data11	0.002960786546596	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.084876383768012	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.057735337658626	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data11	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data12	0.9653008788091092	0.0		sd_count_abs	
Cells_count		model1_data12	1.02313199331221	4.0		sd_count_abs	
Cells_count		model1_data12	1.0130113220296502	8.0		sd_count_abs	
Cells_count		model1_data12	0.980240558250798	12.0		sd_count_abs	
Cells_count		model1_data12	0.946987139507647	16.0		sd_count_abs	
Cells_count		model1_data12	0.8949395889438829	20.0		sd_count_abs	
Cells_count		model1_data12	0.834698216212833	24.0		sd_count_abs	
Cells_count		model1_data12	0.7609636206362149	28.0		sd_count_abs	
Cells_count		model1_data12	0.7031317519847299	32.0		sd_count_abs	
Cells_count		model1_data12	0.6554213087641851	36.0		sd_count_abs	
Cells_count		model1_data12	0.606264408947518	40.0		sd_count_abs	
Cells_count		model1_data12	0.5561444616474069	44.0		sd_count_abs	
Cells_count		model1_data12	0.4867469734140071	48.0		sd_count_abs	
CellsCasp_count		model1_data12	0.004819008159131	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.571566041905009	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.596626392629255	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.561927271438365	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.493011684020878	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.41542112776857293	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.351325302658599	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.3243373486707	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.328192555198005	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.31758998309953496	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.2877106242161569	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.23518041868809905	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data12	0.17927690744864802	48.0		sd_count_casp_abs	
Cells_count		model1_data13	1.0	0.0		sd_count_abs	
Cells_count		model1_data13	1.10948456081302	4.0		sd_count_abs	
Cells_count		model1_data13	1.26607293574505	8.0		sd_count_abs	
Cells_count		model1_data13	1.46276279878173	12.0		sd_count_abs	
Cells_count		model1_data13	1.7275619822852	16.0		sd_count_abs	
Cells_count		model1_data13	1.94589459571428	20.0		sd_count_abs	
Cells_count		model1_data13	2.2431571689587098	24.0		sd_count_abs	
Cells_count		model1_data13	2.6390836636676003	28.0		sd_count_abs	
Cells_count		model1_data13	3.0369189471197795	32.0		sd_count_abs	
Cells_count		model1_data13	3.43984703199539	36.0		sd_count_abs	
Cells_count		model1_data13	3.840865592280081	40.0		sd_count_abs	
Cells_count		model1_data13	4.31890532363682	44.0		sd_count_abs	
Cells_count		model1_data13	4.8873328982021	48.0		sd_count_abs	
CellsCasp_count		model1_data13	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data13	0.0	48.0		sd_count_casp_abs	
Cells_count		model1_data14	0.970163586285861	0.0		sd_count_abs	
Cells_count		model1_data14	1.0564983807673	4.0		sd_count_abs	
Cells_count		model1_data14	1.1935595672332902	8.0		sd_count_abs	
Cells_count		model1_data14	1.38671441827198	12.0		sd_count_abs	
Cells_count		model1_data14	1.60767180018499	16.0		sd_count_abs	
Cells_count		model1_data14	1.8310685169800496	20.0		sd_count_abs	
Cells_count		model1_data14	2.06617109781843	24.0		sd_count_abs	
Cells_count		model1_data14	2.39638713532311	28.0		sd_count_abs	
Cells_count		model1_data14	2.81342583428564	32.0		sd_count_abs	
Cells_count		model1_data14	3.1509591405888395	36.0		sd_count_abs	
Cells_count		model1_data14	3.53336664270256	40.0		sd_count_abs	
Cells_count		model1_data14	3.9411380766561903	44.0		sd_count_abs	
Cells_count		model1_data14	4.420610503341849	48.0		sd_count_abs	
CellsCasp_count		model1_data14	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.001950732058011	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.0	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.0	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.001463600929228	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.001950732058011	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.004390066940059	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.003902199963649	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.00292646601083	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.003902199963649	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data14	0.00585293202166	48.0		sd_count_casp_abs	
Cells_count		model1_data15	0.9594260977190928	0.0		sd_count_abs	
Cells_count		model1_data15	1.03956358348964	4.0		sd_count_abs	
Cells_count		model1_data15	1.16155093132555	8.0		sd_count_abs	
Cells_count		model1_data15	1.28977090855842	12.0		sd_count_abs	
Cells_count		model1_data15	1.41888199726706	16.0		sd_count_abs	
Cells_count		model1_data15	1.54131453291704	20.0		sd_count_abs	
Cells_count		model1_data15	1.66597300763736	24.0		sd_count_abs	
Cells_count		model1_data15	1.85963927277651	28.0		sd_count_abs	
Cells_count		model1_data15	2.13967565308316	32.0		sd_count_abs	
Cells_count		model1_data15	2.41837646994761	36.0		sd_count_abs	
Cells_count		model1_data15	2.67837866277354	40.0		sd_count_abs	
Cells_count		model1_data15	2.93971641904168	44.0		sd_count_abs	
Cells_count		model1_data15	3.21708167246392	48.0		sd_count_abs	
CellsCasp_count		model1_data15	0.0	0.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.001335563442207	4.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.0	8.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.000445187814069	12.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.0	16.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.001335563442207	20.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.00445187814069	24.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.006677817211034	28.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.007123005025103	32.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.005342253768828	36.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.005787441582897	40.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.021369750922937	44.0		sd_count_casp_abs	
CellsCasp_count		model1_data15	0.048972867090465985	48.0		sd_count_casp_abs	
Cells_count		model1_data16	0.9709016414553008	0.0		sd_count_abs	
Cells_count		model1_data16	1.05985605348729	4.0		sd_count_abs	
Cells_count		model1_data16	1.19217028691435	8.0		sd_count_abs	
Cells_count		model1_data16	1.27307894099753	12.0		sd_count_abs	
Cells_count		model1_data16	1.30973371881938	16.0		sd_count_abs	
Cells_count		model1_data16	1.35041137561563	20.0		sd_count_abs	
Cells_count		model1_data16	1.37007984682596	24.0		sd_count_abs	
Cells_count		model1_data16	1.3843839888386598	28.0		sd_count_abs	
Cells_count		model1_data16	1.3843839888386598	32.0		sd_count_abs	
Cells_count		model1_data16	1.38348993397239	36.0		sd_count_abs	
Cells_count		model1_data16	1.38706615343748	40.0		sd_count_abs	
